category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
GO:0006082	0.00706959992335613	0.999984571936417	1	3	organic acid metabolic process	BP	0.136605112735886	BP organic acid metabolic process	group8369
GO:0007568	0.00714075455074509	0.999982295475366	1	4	aging	BP	0.137648343130829	BP aging	group2599
GO:0043138	0.00737317576524026	0.999977983241433	1	8	3'-5' DNA helicase activity	MF	0.141787761298469	MF 3'-5' DNA helicase activity	group2599
GO:0005813	0.00742950185448949	0.999729609410685	2	81	centrosome	CC	0.14252912768218	CC centrosome	group8809, group9097
GO:0007154	0.00748197124046238	0.99998271616963	1	3	cell communication	BP	0.142971105011798	BP cell communication	group7814
GO:2001020	0.00749120767704508	0.999980511949622	1	4	regulation of response to DNA damage stimulus	BP	0.142971105011798	BP regulation of response to DNA damage stimulus	group9097
GO:0051168	0.00750602758572974	0.999980434635837	1	4	nuclear export	BP	0.142971105011798	BP nuclear export	group9250
GO:0042325	0.00787852869791344	0.99997700687738	1	5	regulation of phosphorylation	BP	0.149710714759639	BP regulation of phosphorylation	group8809
GO:0050684	0.00793131557048229	0.999975728562105	1	6	regulation of mRNA processing	BP	0.15035749304893	BP regulation of mRNA processing	group8525
GO:0000280	0.00810576271204125	0.999977176989249	1	4	nuclear division	BP	0.153302149027969	BP nuclear division	group8809
GO:0031224	0.00815110510849319	0.999976920465877	1	4	intrinsic component of membrane	CC	0.15339193649545	CC intrinsic component of membrane	group8518
GO:0051049	0.00817604610971358	0.999979353820326	1	3	regulation of transport	BP	0.15339193649545	BP regulation of transport	group8518
GO:0010498	0.00818502547525255	0.999979308356507	1	3	proteasomal protein catabolic process	BP	0.15339193649545	BP proteasomal protein catabolic process	group8496
GO:0009968	0.00818702441951023	0.99997671623195	1	4	negative regulation of signal transduction	BP	0.15339193649545	BP negative regulation of signal transduction	group9097
GO:0006796	0.00823891218643539	0.999979034465755	1	3	phosphate-containing compound metabolic process	BP	0.154004281638754	BP phosphate-containing compound metabolic process	group2649
GO:0051881	0.00831014475409428	0.999978669636288	1	3	regulation of mitochondrial membrane potential	BP	0.154974536704842	BP regulation of mitochondrial membrane potential	group8809
GO:0043666	0.00845599866678593	0.999975158166927	1	4	regulation of phosphoprotein phosphatase activity	BP	0.157328661969736	BP regulation of phosphoprotein phosphatase activity	group9097
GO:0016070	0.00849544773475908	0.999977705774685	1	3	RNA metabolic process	BP	0.157696748576465	BP RNA metabolic process	group7814
GO:0042327	0.00853351331092475	0.99997469975264	1	4	positive regulation of phosphorylation	BP	0.158037513257057	BP positive regulation of phosphorylation	group8809
GO:0004571	0.00902573501179919	0.999968553633336	1	6	mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	MF	0.166768131473774	MF mannosyl-oligosaccharide 1,2-alpha-mannosidase activity	group1728
GO:0035257	0.00907076586373096	0.999968238465683	1	6	NA	NA	0.167214876922434	none	group7814
GO:0030374	0.00950522553656019	0.999966508176061	1	5	nuclear receptor coactivator activity	MF	0.174822026554303	MF nuclear receptor coactivator activity	group7814
GO:0048589	0.00961942558262205	0.999964271704292	1	6	developmental growth	BP	0.176517560061891	BP developmental growth	group8809
GO:0030865	0.0096658040276977	0.99996752365723	1	4	cortical cytoskeleton organization	BP	0.176963658671479	BP cortical cytoskeleton organization	group8809
GO:0031227	0.00982608568189351	0.99996643522847	1	4	intrinsic component of endoplasmic reticulum membrane	CC	0.179488339597048	CC intrinsic component of endoplasmic reticulum membrane	group8518
GO:0019752	0.00991168495119659	0.999965846565648	1	4	carboxylic acid metabolic process	BP	0.180640458235558	BP carboxylic acid metabolic process	group8369
GO:0010259	0.0103350913054193	0.999960390537798	1	5	multicellular organism aging	BP	0.187929925574053	BP multicellular organism aging	group2599
GO:0000278	0.0109424432067582	0.999511848416427	2	91	mitotic cell cycle	BP	0.198523647228493	BP mitotic cell cycle	group8809, group9097
GO:0042383	0.0111613347175758	0.999950498125385	1	7	sarcolemma	CC	0.20203779480867	CC sarcolemma	group8518
GO:0031370	0.0113106944496846	0.999955496652318	1	4	eukaryotic initiation factor 4G binding	MF	0.204280312594642	MF eukaryotic initiation factor 4G binding	group8591
GO:0032879	0.0114109396505066	0.999954702247534	1	4	regulation of localization	BP	0.20562769675823	BP regulation of localization	group8518
GO:0001932	0.0115062713814592	0.999947383668827	1	7	regulation of protein phosphorylation	BP	0.206880695533455	BP regulation of protein phosphorylation	group8809
GO:0032508	0.0117537234487963	0.999941775584542	1	11	DNA duplex unwinding	BP	0.210694046981514	BP DNA duplex unwinding	group2599
GO:0007017	0.0117709107180095	0.99994858839101	1	5	microtubule-based process	BP	0.210694046981514	BP microtubule-based process	group8809
GO:0045860	0.0121203565661977	0.999943218973597	1	6	positive regulation of protein kinase activity	BP	0.216465789096524	BP positive regulation of protein kinase activity	group8809
GO:0006518	0.0121722831139055	0.999942730147742	1	6	peptide metabolic process	BP	0.216710154557019	BP peptide metabolic process	group8591
GO:0030097	0.0121880882535498	0.999938767971952	1	9	hemopoiesis	BP	0.216710154557019	BP hemopoiesis	group9097
GO:0016409	0.0124929879241614	0.999939664424508	1	6	palmitoyltransferase activity	MF	0.221639978238606	MF palmitoyltransferase activity	group7772
GO:0061640	0.0125439215523542	0.999941594518919	1	5	cytoskeleton-dependent cytokinesis	BP	0.222052333175118	BP cytoskeleton-dependent cytokinesis	group8809
GO:0006497	0.0132954288266158	0.999931641453884	1	6	protein lipidation	BP	0.234837100794344	BP protein lipidation	group7772
GO:0006611	0.0134050532187234	0.999927046347152	1	8	protein export from nucleus	BP	0.236253014859216	BP protein export from nucleus	group9250
GO:0004553	0.0134358845799783	0.999926709455968	1	8	hydrolase activity, hydrolyzing O-glycosyl compounds	MF	0.236277101857119	MF hydrolase activity, hydrolyzing O-glycosyl compounds	group1728
GO:0048024	0.0135282955434553	0.999925695016054	1	8	regulation of mRNA splicing, via spliceosome	BP	0.237381623551353	BP regulation of mRNA splicing, via spliceosome	group8525
GO:0032147	0.0138932506295722	0.999920381624721	1	9	activation of protein kinase activity	BP	0.243253224450959	BP activation of protein kinase activity	group8809
GO:0019888	0.0140524549308528	0.999919808374845	1	8	protein phosphatase regulator activity	MF	0.245504653791958	MF protein phosphatase regulator activity	group9097
GO:0016773	0.0144419822463255	0.999917008645334	1	7	phosphotransferase activity, alcohol group as acceptor	MF	0.251761425289748	MF phosphotransferase activity, alcohol group as acceptor	group2649
GO:0006351	0.0147761599894019	0.999909908620812	1	9	transcription, DNA-templated	BP	0.257028258036907	BP transcription, DNA-templated	group7814
GO:0000340	0.0152936204473979	0.999906899245029	1	7	RNA 7-methylguanosine cap binding	MF	0.265453554908406	MF RNA 7-methylguanosine cap binding	group8591
GO:0051301	0.0154071753729041	0.99990354810704	1	8	cell division	BP	0.266846953164833	BP cell division	group8809
GO:0009966	0.0157727807526236	0.999898901183811	1	8	regulation of signal transduction	BP	0.272590363912259	BP regulation of signal transduction	group9097
GO:0097730	0.0158234499568342	0.999894304752377	1	11	non-motile cilium	CC	0.272877946674954	CC non-motile cilium	group9250
GO:0016281	0.0158985452618659	0.999897277254483	1	8	eukaryotic translation initiation factor 4F complex	CC	0.273584623293782	CC eukaryotic translation initiation factor 4F complex	group8591
GO:0042995	0.0159705474820749	0.999898446674342	1	7	cell projection	CC	0.274235161153659	CC cell projection	group9250
GO:0033674	0.0161948412558048	0.999886332009361	1	15	positive regulation of kinase activity	BP	0.277492376133118	BP positive regulation of kinase activity	group8809
GO:0007051	0.016277435203787	0.999888132703559	1	11	spindle organization	BP	0.278312905968376	BP spindle organization	group8809
GO:0008094	0.0168793257062161	0.999877837350215	1	13	ATP-dependent activity, acting on DNA	MF	0.287891820056246	MF ATP-dependent activity, acting on DNA	group2599
GO:0006886	0.0169094709123945	0.999050229704769	2	101	intracellular protein transport	BP	0.287891820056246	BP intracellular protein transport	group8518, group9250
GO:0071944	0.0171561178130104	0.999878433184749	1	9	cell periphery	CC	0.291472264285022	CC cell periphery	group8518
GO:0006405	0.0174781253761227	0.999869889945503	1	12	RNA export from nucleus	BP	0.296315195330081	BP RNA export from nucleus	group9250
GO:0001934	0.0175999294905182	0.999869147910007	1	11	positive regulation of protein phosphorylation	BP	0.2977507058744	BP positive regulation of protein phosphorylation	group8809
GO:0090307	0.0179519333969023	0.999866850657313	1	9	mitotic spindle assembly	BP	0.303066429283704	BP mitotic spindle assembly	group8809
GO:0003678	0.0181017969060963	0.999859434283362	1	13	DNA helicase activity	MF	0.304954431491567	MF DNA helicase activity	group2599
GO:0000339	0.0182910944717711	0.999866662460576	1	7	RNA cap binding	MF	0.307497456119775	MF RNA cap binding	group8591
GO:0051028	0.0185011492822601	0.999855352326428	1	11	mRNA transport	BP	0.310378067143187	BP mRNA transport	group9250
GO:0031369	0.018734594247467	0.999854941730157	1	9	translation initiation factor binding	MF	0.313220757986396	MF translation initiation factor binding	group8591
GO:0019899	0.0187549251545402	0.999852819447096	1	10	enzyme binding	MF	0.313220757986396	MF enzyme binding	group8809
GO:0043484	0.0188129906041877	0.999849177833829	1	12	regulation of RNA splicing	BP	0.313220757986396	BP regulation of RNA splicing	group8525
GO:0009755	0.0188268369309693	0.999850195492062	1	11	hormone-mediated signaling pathway	BP	0.313220757986396	BP hormone-mediated signaling pathway	group7814
GO:0030163	0.0195806123881521	0.999839521882619	1	10	protein catabolic process	BP	0.325086813127519	BP protein catabolic process	group8496
GO:0006913	0.0200501968895374	0.99983634601401	1	8	nucleocytoplasmic transport	BP	0.3321953075562	BP nucleocytoplasmic transport	group9250
GO:0010212	0.0202475729507141	0.999826635139163	1	11	response to ionizing radiation	BP	0.334773788642839	BP response to ionizing radiation	group2599
GO:0030674	0.0210052842739974	0.999811816259798	1	12	protein-macromolecule adaptor activity	MF	0.346587190520957	MF protein-macromolecule adaptor activity	group9097
GO:0006352	0.021183910043804	0.999814349361252	1	9	DNA-templated transcription, initiation	BP	0.348816785711016	BP DNA-templated transcription, initiation	group7814
GO:0003676	0.0217821331878777	0.99859679280765	2	124	nucleic acid binding	MF	0.35793222547867	MF nucleic acid binding	group8525, group8591
GO:0051603	0.0227744852944678	0.999780442347654	1	11	proteolysis involved in cellular protein catabolic process	BP	0.373473614675536	BP proteolysis involved in cellular protein catabolic process	group8496
GO:0016746	0.0231847415859871	0.999774682332851	1	10	acyltransferase activity	MF	0.379425393424553	MF acyltransferase activity	group7772
GO:0019706	0.0238549162449862	0.999761403886012	1	10	protein-cysteine S-palmitoyltransferase activity	MF	0.389597909100905	MF protein-cysteine S-palmitoyltransferase activity	group7772
GO:0006406	0.0242716248182544	0.999745175297276	1	14	mRNA export from nucleus	BP	0.395597884995085	BP mRNA export from nucleus	group9250
GO:0004386	0.0246056543649724	0.999731420114782	1	21	helicase activity	MF	0.400228686313821	MF helicase activity	group2599
GO:0009792	0.0255929647685994	0.999720131662499	1	12	embryo development ending in birth or egg hatching	BP	0.415445312711333	BP embryo development ending in birth or egg hatching	group8809
GO:0007010	0.0259493233555862	0.99970461714021	1	17	cytoskeleton organization	BP	0.420379038360497	BP cytoskeleton organization	group8809
GO:0016310	0.0260152842675463	0.999710770656055	1	12	phosphorylation	BP	0.420597912381963	BP phosphorylation	group2649
GO:0018345	0.026426820429467	0.99970149897607	1	12	protein palmitoylation	BP	0.426391696225142	BP protein palmitoylation	group7772
GO:0042802	0.0284299944224132	0.99964647443493	1	16	identical protein binding	MF	0.457791416211509	MF identical protein binding	group8369
GO:0006491	0.0294191539050976	0.999622966721046	1	15	N-glycan processing	BP	0.472769930190336	BP N-glycan processing	group1728
GO:0006909	0.0312435290694641	0.999569439494247	1	18	phagocytosis	BP	0.501083719216066	BP phagocytosis	group2649
GO:0016301	0.0314398997914833	0.999569051953082	1	15	kinase activity	MF	0.503226659536735	MF kinase activity	group2649
GO:0051276	0.0321147875703813	0.999542290728132	1	20	chromosome organization	BP	0.513004943280653	BP chromosome organization	group2599
GO:0016747	0.0322820546385256	0.999543499353208	1	16	acyltransferase activity, transferring groups other than amino-acyl groups	MF	0.514651682199476	MF acyltransferase activity, transferring groups other than amino-acyl groups	group7772
GO:0060090	0.0337006231033069	0.999494413455614	1	21	molecular adaptor activity	MF	0.536200985447258	MF molecular adaptor activity	group9097
GO:0009653	0.033767843660351	0.999500221472376	1	16	anatomical structure morphogenesis	BP	0.536206610519514	BP anatomical structure morphogenesis	group8809
GO:0000775	0.0340619464969636	0.999486128879903	1	19	chromosome, centromeric region	CC	0.539807804267097	CC chromosome, centromeric region	group9097
GO:0006355	0.038052042600686	0.996677371329826	2	180	regulation of transcription, DNA-templated	BP	0.601125965105204	BP regulation of transcription, DNA-templated	group7814, group1728
GO:0051225	0.0380810562755261	0.999350572905316	1	23	spindle assembly	BP	0.601125965105204	BP spindle assembly	group8809
GO:0038023	0.0388873180555538	0.999317148640069	1	28	signaling receptor activity	MF	0.612647158128656	MF signaling receptor activity	group7814
GO:0008360	0.040947567890885	0.999241326703825	1	29	regulation of cell shape	BP	0.643840288072562	BP regulation of cell shape	group2649
GO:0006366	0.0455867138220352	0.999066646119596	1	23	transcription by RNA polymerase II	BP	0.715381327081997	BP transcription by RNA polymerase II	group7814
GO:0042391	0.0463070221048507	0.999031678957875	1	26	regulation of membrane potential	BP	0.725265645036714	BP regulation of membrane potential	group8809
GO:0005794	0.0468785444201674	0.995411990400076	2	174	Golgi apparatus	CC	0.732785668041564	CC Golgi apparatus	group8809, group1728
GO:0005929	0.047591249699928	0.998975228850081	1	27	cilium	CC	0.742479049306854	CC cilium	group9250
GO:0005102	0.0489164697878079	0.998912716404568	1	30	signaling receptor binding	MF	0.761672177142585	MF signaling receptor binding	group7814
