subgenus Drosophila	category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	over_represented_FDR	go_term	gene_ids
buzzatii cluster	GO:0010243	0.002578802479937	1	1	1	response to organonitrogen compound	BP	0.055878044205087	BP response to organonitrogen compound	group12364
buzzatii cluster	GO:0010557	0.002578802479937	1	1	1	positive regulation of macromolecule biosynthetic process	BP	0.055878044205087	BP positive regulation of macromolecule biosynthetic process	group12364
buzzatii cluster	GO:0010558	0.002578802479937	1	1	1	negative regulation of macromolecule biosynthetic process	BP	0.055878044205087	BP negative regulation of macromolecule biosynthetic process	group12364
buzzatii cluster	GO:0010605	0.002578802479937	1	1	1	negative regulation of macromolecule metabolic process	BP	0.055878044205087	BP negative regulation of macromolecule metabolic process	group12364
buzzatii cluster	GO:0010817	0.002578802479937	1	1	1	regulation of hormone levels	BP	0.055878044205087	BP regulation of hormone levels	group12364
buzzatii cluster	GO:0010896	0.002578802479937	1	1	1	regulation of triglyceride catabolic process	BP	0.055878044205087	BP regulation of triglyceride catabolic process	group12364
buzzatii cluster	GO:0014902	0.002578802479937	1	1	1	myotube differentiation	BP	0.055878044205087	BP myotube differentiation	group12364
buzzatii cluster	GO:0015980	0.002578802479937	1	1	1	energy derivation by oxidation of organic compounds	BP	0.055878044205087	BP energy derivation by oxidation of organic compounds	group12364
buzzatii cluster	GO:0018130	0.002578802479937	1	1	1	heterocycle biosynthetic process	BP	0.055878044205087	BP heterocycle biosynthetic process	group12364
buzzatii cluster	GO:0019438	0.002578802479937	1	1	1	aromatic compound biosynthetic process	BP	0.055878044205087	BP aromatic compound biosynthetic process	group12364
buzzatii cluster	GO:0031324	0.002578802479937	1	1	1	negative regulation of cellular metabolic process	BP	0.055878044205087	BP negative regulation of cellular metabolic process	group12364
buzzatii cluster	GO:0031327	0.002578802479937	1	1	1	negative regulation of cellular biosynthetic process	BP	0.055878044205087	BP negative regulation of cellular biosynthetic process	group12364
buzzatii cluster	GO:0031328	0.002578802479937	1	1	1	positive regulation of cellular biosynthetic process	BP	0.055878044205087	BP positive regulation of cellular biosynthetic process	group12364
buzzatii cluster	GO:0031329	0.002578802479937	1	1	1	regulation of cellular catabolic process	BP	0.055878044205087	BP regulation of cellular catabolic process	group12364
buzzatii cluster	GO:0031331	0.002578802479937	1	1	1	positive regulation of cellular catabolic process	BP	0.055878044205087	BP positive regulation of cellular catabolic process	group12364
buzzatii cluster	GO:0031349	0.002578802479937	1	1	1	positive regulation of defense response	BP	0.055878044205087	BP positive regulation of defense response	group12364
buzzatii cluster	GO:0031667	0.002578802479937	1	1	1	response to nutrient levels	BP	0.055878044205087	BP response to nutrient levels	group12364
buzzatii cluster	GO:0031668	0.002578802479937	1	1	1	cellular response to extracellular stimulus	BP	0.055878044205087	BP cellular response to extracellular stimulus	group12364
buzzatii cluster	GO:0032101	0.002578802479937	1	1	1	regulation of response to external stimulus	BP	0.055878044205087	BP regulation of response to external stimulus	group12364
buzzatii cluster	GO:0032103	0.002578802479937	1	1	1	positive regulation of response to external stimulus	BP	0.055878044205087	BP positive regulation of response to external stimulus	group12364
buzzatii cluster	GO:0032535	0.002578802479937	1	1	1	regulation of cellular component size	BP	0.055878044205087	BP regulation of cellular component size	group12364
buzzatii cluster	GO:0032774	0.002578802479937	1	1	1	RNA biosynthetic process	BP	0.055878044205087	BP RNA biosynthetic process	group12364
buzzatii cluster	GO:0032870	0.002578802479937	1	1	1	cellular response to hormone stimulus	BP	0.055878044205087	BP cellular response to hormone stimulus	group12364
buzzatii cluster	GO:0032925	0.002578802479937	1	1	1	regulation of activin receptor signaling pathway	BP	0.055878044205087	BP regulation of activin receptor signaling pathway	group12364
buzzatii cluster	GO:0033554	0.002578802479937	1	1	1	cellular response to stress	BP	0.055878044205087	BP cellular response to stress	group12364
buzzatii cluster	GO:0034641	0.002578802479937	1	1	1	cellular nitrogen compound metabolic process	BP	0.055878044205087	BP cellular nitrogen compound metabolic process	group12364
buzzatii cluster	GO:0034645	0.002578802479937	1	1	1	cellular macromolecule biosynthetic process	BP	0.055878044205087	BP cellular macromolecule biosynthetic process	group12364
buzzatii cluster	GO:0034654	0.002578802479937	1	1	1	nucleobase-containing compound biosynthetic process	BP	0.055878044205087	BP nucleobase-containing compound biosynthetic process	group12364
buzzatii cluster	GO:0034754	0.002578802479937	1	1	1	cellular hormone metabolic process	BP	0.055878044205087	BP cellular hormone metabolic process	group12364
buzzatii cluster	GO:0040024	0.002578802479937	1	1	1	dauer larval development	BP	0.055878044205087	BP dauer larval development	group12364
buzzatii cluster	GO:0042180	0.002578802479937	1	1	1	cellular ketone metabolic process	BP	0.055878044205087	BP cellular ketone metabolic process	group12364
buzzatii cluster	GO:0042181	0.002578802479937	1	1	1	ketone biosynthetic process	BP	0.055878044205087	BP ketone biosynthetic process	group12364
buzzatii cluster	GO:0042446	0.002578802479937	1	1	1	hormone biosynthetic process	BP	0.055878044205087	BP hormone biosynthetic process	group12364
buzzatii cluster	GO:0043170	0.002578802479937	1	1	1	macromolecule metabolic process	BP	0.055878044205087	BP macromolecule metabolic process	group12364
buzzatii cluster	GO:0043207	0.002578802479937	1	1	1	response to external biotic stimulus	BP	0.055878044205087	BP response to external biotic stimulus	group12364
buzzatii cluster	GO:0043434	0.002578802479937	1	1	1	response to peptide hormone	BP	0.055878044205087	BP response to peptide hormone	group12364
buzzatii cluster	GO:0043900	0.002578802479937	1	1	1	NA	NA	0.055878044205087	none	group12364
buzzatii cluster	GO:0043902	0.002578802479937	1	1	1	NA	NA	0.055878044205087	none	group12364
buzzatii cluster	GO:0044042	0.002578802479937	1	1	1	glucan metabolic process	BP	0.055878044205087	BP glucan metabolic process	group12364
buzzatii cluster	GO:0044087	0.002578802479937	1	1	1	regulation of cellular component biogenesis	BP	0.055878044205087	BP regulation of cellular component biogenesis	group12364
buzzatii cluster	GO:0044089	0.002578802479937	1	1	1	positive regulation of cellular component biogenesis	BP	0.055878044205087	BP positive regulation of cellular component biogenesis	group12364
buzzatii cluster	GO:0044212	0.002578802479937	1	1	1	NA	NA	0.055878044205087	none	group12364
buzzatii cluster	GO:0044260	0.002578802479937	1	1	1	cellular macromolecule metabolic process	BP	0.055878044205087	BP cellular macromolecule metabolic process	group12364
buzzatii cluster	GO:0044262	0.002578802479937	1	1	1	cellular carbohydrate metabolic process	BP	0.055878044205087	BP cellular carbohydrate metabolic process	group12364
buzzatii cluster	GO:0044264	0.002578802479937	1	1	1	cellular polysaccharide metabolic process	BP	0.055878044205087	BP cellular polysaccharide metabolic process	group12364
buzzatii cluster	GO:0044271	0.002578802479937	1	1	1	cellular nitrogen compound biosynthetic process	BP	0.055878044205087	BP cellular nitrogen compound biosynthetic process	group12364
buzzatii cluster	GO:0044281	0.002578802479937	1	1	1	small molecule metabolic process	BP	0.055878044205087	BP small molecule metabolic process	group12364
buzzatii cluster	GO:0044283	0.002578802479937	1	1	1	small molecule biosynthetic process	BP	0.055878044205087	BP small molecule biosynthetic process	group12364
buzzatii cluster	GO:0044389	0.002578802479937	1	1	1	ubiquitin-like protein ligase binding	MF	0.055878044205087	MF ubiquitin-like protein ligase binding	group12364
buzzatii cluster	GO:0045934	0.002578802479937	1	1	1	negative regulation of nucleobase-containing compound metabolic process	BP	0.055878044205087	BP negative regulation of nucleobase-containing compound metabolic process	group12364
buzzatii cluster	GO:0045935	0.002578802479937	1	1	1	positive regulation of nucleobase-containing compound metabolic process	BP	0.055878044205087	BP positive regulation of nucleobase-containing compound metabolic process	group12364
buzzatii cluster	GO:0046165	0.002578802479937	1	1	1	alcohol biosynthetic process	BP	0.055878044205087	BP alcohol biosynthetic process	group12364
buzzatii cluster	GO:0046483	0.002578802479937	1	1	1	heterocycle metabolic process	BP	0.055878044205087	BP heterocycle metabolic process	group12364
buzzatii cluster	GO:0048511	0.002578802479937	1	1	1	rhythmic process	BP	0.055878044205087	BP rhythmic process	group12364
buzzatii cluster	GO:0048520	0.002578802479937	1	1	1	positive regulation of behavior	BP	0.055878044205087	BP positive regulation of behavior	group12364
buzzatii cluster	GO:0048580	0.002578802479937	1	1	1	regulation of post-embryonic development	BP	0.055878044205087	BP regulation of post-embryonic development	group12364
buzzatii cluster	GO:0048582	0.002578802479937	1	1	1	positive regulation of post-embryonic development	BP	0.055878044205087	BP positive regulation of post-embryonic development	group12364
buzzatii cluster	GO:0048878	0.002578802479937	1	1	1	chemical homeostasis	BP	0.055878044205087	BP chemical homeostasis	group12364
buzzatii cluster	GO:0050890	0.002578802479937	1	1	1	cognition	BP	0.055878044205087	BP cognition	group12364
buzzatii cluster	GO:0050994	0.002578802479937	1	1	1	regulation of lipid catabolic process	BP	0.055878044205087	BP regulation of lipid catabolic process	group12364
buzzatii cluster	GO:0050996	0.002578802479937	1	1	1	positive regulation of lipid catabolic process	BP	0.055878044205087	BP positive regulation of lipid catabolic process	group12364
buzzatii cluster	GO:0051093	0.002578802479937	1	1	1	negative regulation of developmental process	BP	0.055878044205087	BP negative regulation of developmental process	group12364
buzzatii cluster	GO:0051094	0.002578802479937	1	1	1	positive regulation of developmental process	BP	0.055878044205087	BP positive regulation of developmental process	group12364
buzzatii cluster	GO:0051128	0.002578802479937	1	1	1	regulation of cellular component organization	BP	0.055878044205087	BP regulation of cellular component organization	group12364
buzzatii cluster	GO:0051130	0.002578802479937	1	1	1	positive regulation of cellular component organization	BP	0.055878044205087	BP positive regulation of cellular component organization	group12364
buzzatii cluster	GO:0051172	0.002578802479937	1	1	1	negative regulation of nitrogen compound metabolic process	BP	0.055878044205087	BP negative regulation of nitrogen compound metabolic process	group12364
buzzatii cluster	GO:0051240	0.002578802479937	1	1	1	positive regulation of multicellular organismal process	BP	0.055878044205087	BP positive regulation of multicellular organismal process	group12364
buzzatii cluster	GO:0051241	0.002578802479937	1	1	1	negative regulation of multicellular organismal process	BP	0.055878044205087	BP negative regulation of multicellular organismal process	group12364
buzzatii cluster	GO:0051253	0.002578802479937	1	1	1	negative regulation of RNA metabolic process	BP	0.055878044205087	BP negative regulation of RNA metabolic process	group12364
buzzatii cluster	GO:0051254	0.002578802479937	1	1	1	positive regulation of RNA metabolic process	BP	0.055878044205087	BP positive regulation of RNA metabolic process	group12364
buzzatii cluster	GO:0051707	0.002578802479937	1	1	1	response to other organism	BP	0.055878044205087	BP response to other organism	group12364
buzzatii cluster	GO:0051962	0.002578802479937	1	1	1	positive regulation of nervous system development	BP	0.055878044205087	BP positive regulation of nervous system development	group12364
buzzatii cluster	GO:0055116	0.002578802479937	1	1	1	entry into reproductive diapause	BP	0.055878044205087	BP entry into reproductive diapause	group12364
buzzatii cluster	GO:0061062	0.002578802479937	1	1	1	regulation of nematode larval development	BP	0.055878044205087	BP regulation of nematode larval development	group12364
buzzatii cluster	GO:0061063	0.002578802479937	1	1	1	positive regulation of nematode larval development	BP	0.055878044205087	BP positive regulation of nematode larval development	group12364
buzzatii cluster	GO:0061065	0.002578802479937	1	1	1	regulation of dauer larval development	BP	0.055878044205087	BP regulation of dauer larval development	group12364
buzzatii cluster	GO:0061066	0.002578802479937	1	1	1	positive regulation of dauer larval development	BP	0.055878044205087	BP positive regulation of dauer larval development	group12364
buzzatii cluster	GO:0070344	0.002578802479937	1	1	1	regulation of fat cell proliferation	BP	0.055878044205087	BP regulation of fat cell proliferation	group12364
buzzatii cluster	GO:0070887	0.002578802479937	1	1	1	cellular response to chemical stimulus	BP	0.055878044205087	BP cellular response to chemical stimulus	group12364
buzzatii cluster	GO:0071156	0.002578802479937	1	1	1	NA	NA	0.055878044205087	none	group12364
buzzatii cluster	GO:0071310	0.002578802479937	1	1	1	cellular response to organic substance	BP	0.055878044205087	BP cellular response to organic substance	group12364
buzzatii cluster	GO:0071375	0.002578802479937	1	1	1	cellular response to peptide hormone stimulus	BP	0.055878044205087	BP cellular response to peptide hormone stimulus	group12364
buzzatii cluster	GO:0071417	0.002578802479937	1	1	1	cellular response to organonitrogen compound	BP	0.055878044205087	BP cellular response to organonitrogen compound	group12364
buzzatii cluster	GO:0071495	0.002578802479937	1	1	1	cellular response to endogenous stimulus	BP	0.055878044205087	BP cellular response to endogenous stimulus	group12364
buzzatii cluster	GO:0071496	0.002578802479937	1	1	1	cellular response to external stimulus	BP	0.055878044205087	BP cellular response to external stimulus	group12364
buzzatii cluster	GO:0090066	0.002578802479937	1	1	1	regulation of anatomical structure size	BP	0.055878044205087	BP regulation of anatomical structure size	group12364
buzzatii cluster	GO:0090208	0.002578802479937	1	1	1	positive regulation of triglyceride metabolic process	BP	0.055878044205087	BP positive regulation of triglyceride metabolic process	group12364
buzzatii cluster	GO:0090304	0.002578802479937	1	1	1	nucleic acid metabolic process	BP	0.055878044205087	BP nucleic acid metabolic process	group12364
buzzatii cluster	GO:0090596	0.002578802479937	1	1	1	sensory organ morphogenesis	BP	0.055878044205087	BP sensory organ morphogenesis	group12364
buzzatii cluster	GO:0097659	0.002578802479937	1	1	1	nucleic acid-templated transcription	BP	0.055878044205087	BP nucleic acid-templated transcription	group12364
buzzatii cluster	GO:0099177	0.002578802479937	1	1	1	regulation of trans-synaptic signaling	BP	0.055878044205087	BP regulation of trans-synaptic signaling	group12364
buzzatii cluster	GO:1900076	0.002578802479937	1	1	1	regulation of cellular response to insulin stimulus	BP	0.055878044205087	BP regulation of cellular response to insulin stimulus	group12364
buzzatii cluster	GO:1900077	0.002578802479937	1	1	1	negative regulation of cellular response to insulin stimulus	BP	0.055878044205087	BP negative regulation of cellular response to insulin stimulus	group12364
buzzatii cluster	GO:1901360	0.002578802479937	1	1	1	organic cyclic compound metabolic process	BP	0.055878044205087	BP organic cyclic compound metabolic process	group12364
buzzatii cluster	GO:1901362	0.002578802479937	1	1	1	organic cyclic compound biosynthetic process	BP	0.055878044205087	BP organic cyclic compound biosynthetic process	group12364
buzzatii cluster	GO:1901615	0.002578802479937	1	1	1	organic hydroxy compound metabolic process	BP	0.055878044205087	BP organic hydroxy compound metabolic process	group12364
buzzatii cluster	GO:1901617	0.002578802479937	1	1	1	organic hydroxy compound biosynthetic process	BP	0.055878044205087	BP organic hydroxy compound biosynthetic process	group12364
buzzatii cluster	GO:1901652	0.002578802479937	1	1	1	response to peptide	BP	0.055878044205087	BP response to peptide	group12364
buzzatii cluster	GO:1901653	0.002578802479937	1	1	1	cellular response to peptide	BP	0.055878044205087	BP cellular response to peptide	group12364
buzzatii cluster	GO:1901698	0.002578802479937	1	1	1	response to nitrogen compound	BP	0.055878044205087	BP response to nitrogen compound	group12364
buzzatii cluster	GO:1901699	0.002578802479937	1	1	1	cellular response to nitrogen compound	BP	0.055878044205087	BP cellular response to nitrogen compound	group12364
buzzatii cluster	GO:1901700	0.002578802479937	1	1	1	response to oxygen-containing compound	BP	0.055878044205087	BP response to oxygen-containing compound	group12364
buzzatii cluster	GO:1901701	0.002578802479937	1	1	1	cellular response to oxygen-containing compound	BP	0.055878044205087	BP cellular response to oxygen-containing compound	group12364
buzzatii cluster	GO:1902652	0.002578802479937	1	1	1	secondary alcohol metabolic process	BP	0.055878044205087	BP secondary alcohol metabolic process	group12364
buzzatii cluster	GO:1902653	0.002578802479937	1	1	1	secondary alcohol biosynthetic process	BP	0.055878044205087	BP secondary alcohol biosynthetic process	group12364
buzzatii cluster	GO:1902679	0.002578802479937	1	1	1	negative regulation of RNA biosynthetic process	BP	0.055878044205087	BP negative regulation of RNA biosynthetic process	group12364
buzzatii cluster	GO:1902680	0.002578802479937	1	1	1	positive regulation of RNA biosynthetic process	BP	0.055878044205087	BP positive regulation of RNA biosynthetic process	group12364
buzzatii cluster	GO:1903507	0.002578802479937	1	1	1	negative regulation of nucleic acid-templated transcription	BP	0.055878044205087	BP negative regulation of nucleic acid-templated transcription	group12364
buzzatii cluster	GO:1903508	0.002578802479937	1	1	1	positive regulation of nucleic acid-templated transcription	BP	0.055878044205087	BP positive regulation of nucleic acid-templated transcription	group12364
buzzatii cluster	GO:1905909	0.002578802479937	1	1	1	regulation of dauer entry	BP	0.055878044205087	BP regulation of dauer entry	group12364
buzzatii cluster	GO:1905952	0.002578802479937	1	1	1	regulation of lipid localization	BP	0.055878044205087	BP regulation of lipid localization	group12364
buzzatii cluster	GO:1905953	0.002578802479937	1	1	1	negative regulation of lipid localization	BP	0.055878044205087	BP negative regulation of lipid localization	group12364
buzzatii cluster	GO:2000113	0.002578802479937	1	1	1	negative regulation of cellular macromolecule biosynthetic process	BP	0.055878044205087	BP negative regulation of cellular macromolecule biosynthetic process	group12364
buzzatii cluster	GO:2000125	0.002578802479937	1	1	1	regulation of octopamine or tyramine signaling pathway	BP	0.055878044205087	BP regulation of octopamine or tyramine signaling pathway	group12364
buzzatii cluster	GO:2000127	0.002578802479937	1	1	1	positive regulation of octopamine or tyramine signaling pathway	BP	0.055878044205087	BP positive regulation of octopamine or tyramine signaling pathway	group12364
buzzatii cluster	GO:2000128	0.002578802479937	1	1	1	regulation of octopamine signaling pathway	BP	0.055878044205087	BP regulation of octopamine signaling pathway	group12364
buzzatii cluster	GO:0006650	0.002583397964816	0.999998538162313	1	2	glycerophospholipid metabolic process	BP	0.055878044205087	BP glycerophospholipid metabolic process	group12269
buzzatii cluster	GO:0019935	0.002748455798694	0.999997794035701	1	3	cyclic-nucleotide-mediated signaling	BP	0.055878044205087	BP cyclic-nucleotide-mediated signaling	group11785
buzzatii cluster	GO:0010927	0.002752202177265	1	1	1	cellular component assembly involved in morphogenesis	BP	0.055878044205087	BP cellular component assembly involved in morphogenesis	group12232
buzzatii cluster	GO:0010959	0.002752202177265	1	1	1	regulation of metal ion transport	BP	0.055878044205087	BP regulation of metal ion transport	group12232
buzzatii cluster	GO:0022607	0.002752202177265	1	1	1	cellular component assembly	BP	0.055878044205087	BP cellular component assembly	group12232
buzzatii cluster	GO:0022898	0.002752202177265	1	1	1	regulation of transmembrane transporter activity	BP	0.055878044205087	BP regulation of transmembrane transporter activity	group12232
buzzatii cluster	GO:0030235	0.002752202177265	1	1	1	nitric-oxide synthase regulator activity	MF	0.055878044205087	MF nitric-oxide synthase regulator activity	group12232
buzzatii cluster	GO:0031399	0.002752202177265	1	1	1	regulation of protein modification process	BP	0.055878044205087	BP regulation of protein modification process	group12232
buzzatii cluster	GO:0031401	0.002752202177265	1	1	1	positive regulation of protein modification process	BP	0.055878044205087	BP positive regulation of protein modification process	group12232
buzzatii cluster	GO:0032268	0.002752202177265	1	1	1	regulation of cellular protein metabolic process	BP	0.055878044205087	BP regulation of cellular protein metabolic process	group12232
buzzatii cluster	GO:0032270	0.002752202177265	1	1	1	positive regulation of cellular protein metabolic process	BP	0.055878044205087	BP positive regulation of cellular protein metabolic process	group12232
buzzatii cluster	GO:0032409	0.002752202177265	1	1	1	regulation of transporter activity	BP	0.055878044205087	BP regulation of transporter activity	group12232
buzzatii cluster	GO:0032412	0.002752202177265	1	1	1	regulation of ion transmembrane transporter activity	BP	0.055878044205087	BP regulation of ion transmembrane transporter activity	group12232
buzzatii cluster	GO:0034762	0.002752202177265	1	1	1	regulation of transmembrane transport	BP	0.055878044205087	BP regulation of transmembrane transport	group12232
buzzatii cluster	GO:0043228	0.002752202177265	1	1	1	non-membrane-bounded organelle	CC	0.055878044205087	CC non-membrane-bounded organelle	group12232
buzzatii cluster	GO:0043232	0.002752202177265	1	1	1	intracellular non-membrane-bounded organelle	CC	0.055878044205087	CC intracellular non-membrane-bounded organelle	group12232
buzzatii cluster	GO:0043269	0.002752202177265	1	1	1	regulation of ion transport	BP	0.055878044205087	BP regulation of ion transport	group12232
buzzatii cluster	GO:0043292	0.002752202177265	1	1	1	contractile fiber	CC	0.055878044205087	CC contractile fiber	group12232
buzzatii cluster	GO:0044085	0.002752202177265	1	1	1	cellular component biogenesis	BP	0.055878044205087	BP cellular component biogenesis	group12232
buzzatii cluster	GO:0044449	0.002752202177265	1	1	1	NA	NA	0.055878044205087	none	group12232
buzzatii cluster	GO:0051246	0.002752202177265	1	1	1	regulation of protein metabolic process	BP	0.055878044205087	BP regulation of protein metabolic process	group12232
buzzatii cluster	GO:0051247	0.002752202177265	1	1	1	positive regulation of protein metabolic process	BP	0.055878044205087	BP positive regulation of protein metabolic process	group12232
buzzatii cluster	GO:0055002	0.002752202177265	1	1	1	striated muscle cell development	BP	0.055878044205087	BP striated muscle cell development	group12232
buzzatii cluster	GO:0060249	0.002752202177265	1	1	1	anatomical structure homeostasis	BP	0.055878044205087	BP anatomical structure homeostasis	group12232
buzzatii cluster	GO:0065009	0.002752202177265	1	1	1	regulation of molecular function	BP	0.055878044205087	BP regulation of molecular function	group12232
buzzatii cluster	GO:0070925	0.002752202177265	1	1	1	organelle assembly	BP	0.055878044205087	BP organelle assembly	group12232
buzzatii cluster	GO:0090665	0.002752202177265	1	1	1	glycoprotein complex	CC	0.055878044205087	CC glycoprotein complex	group12232
buzzatii cluster	GO:0097435	0.002752202177265	1	1	1	supramolecular fiber organization	BP	0.055878044205087	BP supramolecular fiber organization	group12232
buzzatii cluster	GO:0098588	0.002752202177265	1	1	1	bounding membrane of organelle	CC	0.055878044205087	CC bounding membrane of organelle	group12232
buzzatii cluster	GO:0098772	0.002752202177265	1	1	1	molecular function regulator	MF	0.055878044205087	MF molecular function regulator	group12232
buzzatii cluster	GO:0098796	0.002752202177265	1	1	1	membrane protein complex	CC	0.055878044205087	CC membrane protein complex	group12232
buzzatii cluster	GO:0098797	0.002752202177265	1	1	1	plasma membrane protein complex	CC	0.055878044205087	CC plasma membrane protein complex	group12232
buzzatii cluster	GO:0099080	0.002752202177265	1	1	1	supramolecular complex	CC	0.055878044205087	CC supramolecular complex	group12232
buzzatii cluster	GO:0099081	0.002752202177265	1	1	1	supramolecular polymer	CC	0.055878044205087	CC supramolecular polymer	group12232
buzzatii cluster	GO:0099512	0.002752202177265	1	1	1	supramolecular fiber	CC	0.055878044205087	CC supramolecular fiber	group12232
buzzatii cluster	GO:1901019	0.002752202177265	1	1	1	regulation of calcium ion transmembrane transporter activity	BP	0.055878044205087	BP regulation of calcium ion transmembrane transporter activity	group12232
buzzatii cluster	GO:1901385	0.002752202177265	1	1	1	regulation of voltage-gated calcium channel activity	BP	0.055878044205087	BP regulation of voltage-gated calcium channel activity	group12232
buzzatii cluster	GO:1901841	0.002752202177265	1	1	1	regulation of high voltage-gated calcium channel activity	BP	0.055878044205087	BP regulation of high voltage-gated calcium channel activity	group12232
buzzatii cluster	GO:1903169	0.002752202177265	1	1	1	regulation of calcium ion transmembrane transport	BP	0.055878044205087	BP regulation of calcium ion transmembrane transport	group12232
buzzatii cluster	GO:1904062	0.002752202177265	1	1	1	regulation of cation transmembrane transport	BP	0.055878044205087	BP regulation of cation transmembrane transport	group12232
buzzatii cluster	GO:2000170	0.002752202177265	1	1	1	positive regulation of peptidyl-cysteine S-nitrosylation	BP	0.055878044205087	BP positive regulation of peptidyl-cysteine S-nitrosylation	group12232
buzzatii cluster	GO:2000241	0.002752202177265	1	1	1	regulation of reproductive process	BP	0.055878044205087	BP regulation of reproductive process	group12232
buzzatii cluster	GO:2001257	0.002752202177265	1	1	1	regulation of cation channel activity	BP	0.055878044205087	BP regulation of cation channel activity	group12232
buzzatii cluster	GO:0003841	0.00286778893564	0.999998198308129	1	2	1-acylglycerol-3-phosphate O-acyltransferase activity	MF	0.056313140574668	MF 1-acylglycerol-3-phosphate O-acyltransferase activity	group12269
buzzatii cluster	GO:0003002	0.002927722980126	1	1	1	regionalization	BP	0.056313140574668	BP regionalization	group12225
buzzatii cluster	GO:0007178	0.002927722980126	1	1	1	transmembrane receptor protein serine/threonine kinase signaling pathway	BP	0.056313140574668	BP transmembrane receptor protein serine/threonine kinase signaling pathway	group12225
buzzatii cluster	GO:0008101	0.002927722980126	1	1	1	NA	NA	0.056313140574668	none	group12225
buzzatii cluster	GO:0009790	0.002927722980126	1	1	1	embryo development	BP	0.056313140574668	BP embryo development	group12225
buzzatii cluster	GO:0009886	0.002927722980126	1	1	1	post-embryonic animal morphogenesis	BP	0.056313140574668	BP post-embryonic animal morphogenesis	group12225
buzzatii cluster	GO:0010160	0.002927722980126	1	1	1	formation of animal organ boundary	BP	0.056313140574668	BP formation of animal organ boundary	group12225
buzzatii cluster	GO:0021700	0.002927722980126	1	1	1	developmental maturation	BP	0.056313140574668	BP developmental maturation	group12225
buzzatii cluster	GO:0022404	0.002927722980126	1	1	1	molting cycle process	BP	0.056313140574668	BP molting cycle process	group12225
buzzatii cluster	GO:0042303	0.002927722980126	1	1	1	molting cycle	BP	0.056313140574668	BP molting cycle	group12225
buzzatii cluster	GO:0043473	0.002927722980126	1	1	1	pigmentation	BP	0.056313140574668	BP pigmentation	group12225
buzzatii cluster	GO:0048563	0.002927722980126	1	1	1	post-embryonic animal organ morphogenesis	BP	0.056313140574668	BP post-embryonic animal organ morphogenesis	group12225
buzzatii cluster	GO:0048569	0.002927722980126	1	1	1	post-embryonic animal organ development	BP	0.056313140574668	BP post-embryonic animal organ development	group12225
buzzatii cluster	GO:0048645	0.002927722980126	1	1	1	animal organ formation	BP	0.056313140574668	BP animal organ formation	group12225
buzzatii cluster	GO:0048707	0.002927722980126	1	1	1	instar larval or pupal morphogenesis	BP	0.056313140574668	BP instar larval or pupal morphogenesis	group12225
buzzatii cluster	GO:0048729	0.002927722980126	1	1	1	tissue morphogenesis	BP	0.056313140574668	BP tissue morphogenesis	group12225
buzzatii cluster	GO:0048859	0.002927722980126	1	1	1	formation of anatomical boundary	BP	0.056313140574668	BP formation of anatomical boundary	group12225
buzzatii cluster	GO:0090100	0.002927722980126	1	1	1	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	BP	0.056313140574668	BP positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	group12225
buzzatii cluster	GO:0090287	0.002927722980126	1	1	1	regulation of cellular response to growth factor stimulus	BP	0.056313140574668	BP regulation of cellular response to growth factor stimulus	group12225
buzzatii cluster	GO:0097485	0.002927722980126	1	1	1	neuron projection guidance	BP	0.056313140574668	BP neuron projection guidance	group12225
buzzatii cluster	GO:0098728	0.002927722980126	1	1	1	germline stem cell asymmetric division	BP	0.056313140574668	BP germline stem cell asymmetric division	group12225
buzzatii cluster	GO:2001260	0.002927722980126	1	1	1	regulation of semaphorin-plexin signaling pathway	BP	0.056313140574668	BP regulation of semaphorin-plexin signaling pathway	group12225
buzzatii cluster	GO:0046337	0.002955426421882	0.99999808641433	1	2	phosphatidylethanolamine metabolic process	BP	0.056710330386477	BP phosphatidylethanolamine metabolic process	group12269
buzzatii cluster	GO:0010286	0.003094826093911	0.999997901474549	1	2	heat acclimation	BP	0.058612735193815	BP heat acclimation	group12364
buzzatii cluster	GO:0045787	0.003094826093918	0.999997901474549	1	2	positive regulation of cell cycle	BP	0.058612735193815	BP positive regulation of cell cycle	group12364
buzzatii cluster	GO:0016125	0.003094826093918	0.999997901474549	1	2	sterol metabolic process	BP	0.058612735193815	BP sterol metabolic process	group12364
buzzatii cluster	GO:0055115	0.003094836251115	0.999997901460763	1	2	entry into diapause	BP	0.058612735193815	BP entry into diapause	group12364
buzzatii cluster	GO:1904396	0.003095155962029	0.999997901026784	1	2	regulation of neuromuscular junction development	BP	0.058612735193815	BP regulation of neuromuscular junction development	group12364
buzzatii cluster	GO:0022611	0.003098310007136	0.999997896743047	1	2	dormancy process	BP	0.058612735193815	BP dormancy process	group12364
buzzatii cluster	GO:0004935	0.003117279151205	0.999997161737088	1	3	adrenergic receptor activity	MF	0.058833155811466	MF adrenergic receptor activity	group11785
buzzatii cluster	GO:0045834	0.003142253382513	0.999997836605309	1	2	positive regulation of lipid metabolic process	BP	0.059165614040765	BP positive regulation of lipid metabolic process	group12364
buzzatii cluster	GO:0048232	0.003176442850393	0.999997052890976	1	3	male gamete generation	BP	0.05966962737654	BP male gamete generation	group12269
